Order Date,Order ID,Customer ID,Customer Segment,Product,Category,Region,State,Sales,Quantity,Discount,Cost,Profit,Payment Method,Shipping Mode
2025-01-15,ORD-00553,CUST-10264,Consumer,Keyboard,Accessories,West,Gujarat,938.61,2,0.05,780.89,157.72,Debit Card,Standard
2025-06-25,ORD-00554,CUST-10004,Small Business,Mouse,Accessories,South,Kerala,1770.18,4,0.1,1068.42,701.76,Debit Card,Standard
2025-06-10,ORD-00555,CUST-10283,Corporate,Conference Table,Furniture,West,Goa,3152.15,3,0.1,1979.48,1172.67,Debit Card,Standard
2025-04-11,ORD-00556,CUST-10085,Consumer,Desk Organizer,Office Supplies,West,Rajasthan,1559.76,4,0.0,1082.94,476.83,Debit Card,Standard
2025-05-10,ORD-00557,CUST-10182,Corporate,Tablet Air,Electronics,West,Goa,1101.16,1,0.15,920.81,180.35,Bank Transfer,Standard
2025-06-04,ORD-00558,CUST-10343,Corporate,Webcam,Accessories,East,West Bengal,1239.0,3,0.0,772.36,466.64,UPI,Same Day
2025-05-14,ORD-00559,CUST-10223,Consumer,Keyboard,Accessories,North,Punjab,2628.18,7,0.05,2214.58,413.59,Cash,Standard
2025-11-28,ORD-00560,CUST-10347,Corporate,Mouse,Accessories,East,Odisha,548.21,1,0.0,355.74,192.47,Cash,Standard
2025-07-12,ORD-00561,CUST-10212,Consumer,Bookshelf,Furniture,West,Rajasthan,4458.74,5,0.1,3191.36,1267.39,UPI,Express
2025-07-03,ORD-00562,CUST-10074,Consumer,Smartphone X,Electronics,West,Gujarat,3888.28,5,0.05,2666.66,1221.62,Cash,Standard
2025-04-06,ORD-00563,CUST-10243,Corporate,Tablet Air,Electronics,South,Telangana,2986.26,4,0.15,1837.86,1148.4,Credit Card,Express
2025-12-01,ORD-00564,CUST-10216,Corporate,Smartphone X,Electronics,North,Delhi,1496.89,1,0.05,1292.25,204.64,UPI,Standard
2025-01-09,ORD-00565,CUST-10109,Consumer,Monitor 27,Electronics,North,Uttar Pradesh,1405.11,1,0.1,999.67,405.44,Credit Card,Express
2025-07-20,ORD-00566,CUST-10027,Consumer,Laptop Pro,Electronics,North,Haryana,3084.05,2,0.05,2427.46,656.6,Bank Transfer,Same Day
2025-03-03,ORD-00567,CUST-10227,Corporate,Keyboard,Accessories,North,Punjab,416.76,1,0.0,313.64,103.11,Cash,Standard
2025-10-08,ORD-00568,CUST-10203,Consumer,Tablet Air,Electronics,West,Maharashtra,1395.39,1,0.05,1019.36,376.04,Bank Transfer,Express
2025-05-19,ORD-00569,CUST-10271,Small Business,Tablet Air,Electronics,East,Odisha,2717.04,2,0.1,2078.46,638.58,Cash,Express
2025-04-18,ORD-00570,CUST-10045,Corporate,Mouse,Accessories,East,West Bengal,720.24,2,0.05,611.85,108.39,Credit Card,Express
2025-01-22,ORD-00571,CUST-10189,Small Business,Desk Organizer,Office Supplies,East,Jharkhand,1029.87,6,0.2,813.38,216.48,Cash,Standard
2025-10-16,ORD-00572,CUST-10287,Consumer,Ink Cartridge,Office Supplies,South,Kerala,1824.0,5,0.1,1349.3,474.71,Bank Transfer,Standard
2025-05-25,ORD-00573,CUST-10312,Small Business,Notebook Pack,Office Supplies,East,West Bengal,151.02,1,0.2,116.82,34.2,UPI,Standard
2025-04-07,ORD-00574,CUST-10329,Consumer,Keyboard,Accessories,North,Haryana,2250.1,5,0.05,1714.39,535.71,UPI,Same Day
2025-11-05,ORD-00575,CUST-10075,Consumer,Ink Cartridge,Office Supplies,South,Telangana,278.5,1,0.15,197.72,80.78,Credit Card,Standard
2025-01-08,ORD-00576,CUST-10061,Consumer,Bookshelf,Furniture,East,Bihar,2743.52,3,0.1,2105.45,638.06,UPI,Standard
2025-06-21,ORD-00577,CUST-10202,Consumer,Printer Paper,Office Supplies,South,Kerala,215.33,1,0.1,153.55,61.79,Credit Card,Express
2025-02-28,ORD-00578,CUST-10162,Small Business,Standing Desk,Furniture,North,Delhi,834.54,1,0.2,673.71,160.83,Cash,Standard
2025-02-16,ORD-00579,CUST-10083,Corporate,Standing Desk,Furniture,South,Karnataka,629.69,1,0.1,548.25,81.44,Credit Card,Standard
2025-01-08,ORD-00580,CUST-10036,Corporate,Bookshelf,Furniture,East,Bihar,3795.24,4,0.15,3294.11,501.12,Bank Transfer,Standard
2025-03-10,ORD-00581,CUST-10051,Corporate,Laptop Pro,Electronics,East,West Bengal,3416.71,4,0.1,2822.96,593.75,Cash,Express
2025-12-12,ORD-00582,CUST-10119,Corporate,Desk Organizer,Office Supplies,East,Jharkhand,1014.19,3,0.0,771.32,242.87,Credit Card,Standard
2025-06-12,ORD-00583,CUST-10259,Corporate,Monitor 27,Electronics,West,Rajasthan,6607.08,5,0.1,5317.38,1289.71,Bank Transfer,Standard
2025-12-31,ORD-00584,CUST-10023,Small Business,Monitor 27,Electronics,East,Jharkhand,4975.18,6,0.1,3151.35,1823.83,Debit Card,Standard
2025-04-08,ORD-00585,CUST-10037,Corporate,Laptop Pro,Electronics,South,Karnataka,4928.88,6,0.15,3567.06,1361.82,Credit Card,Standard
2025-10-06,ORD-00586,CUST-10093,Corporate,USB Hub,Accessories,North,Delhi,2272.81,5,0.15,1493.67,779.14,Cash,Standard
2025-02-02,ORD-00587,CUST-10306,Consumer,Office Chair,Furniture,West,Goa,2443.92,4,0.0,1420.03,1023.88,Bank Transfer,Standard
2025-02-09,ORD-00588,CUST-10347,Small Business,Desk Organizer,Office Supplies,East,Bihar,898.92,4,0.0,782.08,116.84,Debit Card,Express
2025-01-06,ORD-00589,CUST-10155,Consumer,Mouse,Accessories,West,Maharashtra,852.12,2,0.0,715.06,137.06,Cash,Standard
2025-11-25,ORD-00590,CUST-10016,Consumer,Smartphone X,Electronics,West,Goa,5771.76,4,0.1,4237.11,1534.66,Cash,Standard
2025-09-03,ORD-00591,CUST-10005,Small Business,Printer Paper,Office Supplies,South,Kerala,307.86,1,0.0,202.03,105.83,Bank Transfer,Standard
2025-09-29,ORD-00592,CUST-10301,Consumer,Laptop Pro,Electronics,East,Bihar,6956.23,7,0.1,5480.76,1475.47,Cash,Standard
2025-12-05,ORD-00593,CUST-10156,Consumer,Smartphone X,Electronics,East,Jharkhand,4448.52,3,0.1,3160.41,1288.11,Credit Card,Express
2025-05-02,ORD-00594,CUST-10028,Consumer,Desk Organizer,Office Supplies,North,Haryana,1457.94,6,0.15,1196.98,260.96,Credit Card,Standard
2025-09-21,ORD-00595,CUST-10292,Consumer,Webcam,Accessories,West,Rajasthan,2784.59,7,0.05,2450.03,334.55,Credit Card,Express
2025-07-03,ORD-00596,CUST-10186,Small Business,Laptop Pro,Electronics,West,Rajasthan,4054.37,4,0.1,2776.12,1278.24,Bank Transfer,Express
2025-07-18,ORD-00597,CUST-10123,Small Business,Desk Organizer,Office Supplies,North,Punjab,1763.5,7,0.0,1152.13,611.37,Cash,Express
2025-08-30,ORD-00598,CUST-10159,Corporate,Monitor 27,Electronics,North,Haryana,3560.27,4,0.15,2350.54,1209.73,Bank Transfer,Express
2025-06-21,ORD-00599,CUST-10079,Small Business,Desk Organizer,Office Supplies,South,Tamil Nadu,336.08,1,0.0,204.34,131.74,Debit Card,Standard
2025-01-09,ORD-00600,CUST-10327,Corporate,Desk Organizer,Office Supplies,North,Uttar Pradesh,191.15,1,0.0,133.46,57.69,Bank Transfer,Same Day
2025-01-28,ORD-00601,CUST-10276,Small Business,Desk Organizer,Office Supplies,East,West Bengal,334.73,1,0.0,195.89,138.84,UPI,Express
2025-07-03,ORD-00602,CUST-10070,Consumer,Ink Cartridge,Office Supplies,North,Delhi,1351.07,7,0.15,829.98,521.08,Credit Card,Standard
2025-07-28,ORD-00603,CUST-10258,Corporate,Tablet Air,Electronics,South,Tamil Nadu,4403.89,4,0.0,2913.21,1490.68,Bank Transfer,Standard
2025-09-25,ORD-00604,CUST-10063,Consumer,Ink Cartridge,Office Supplies,North,Delhi,580.03,3,0.1,364.23,215.79,UPI,Standard
2025-07-28,ORD-00605,CUST-10159,Consumer,Printer Paper,Office Supplies,South,Telangana,1100.94,4,0.1,880.36,220.58,Cash,Standard
2025-03-10,ORD-00606,CUST-10263,Corporate,Notebook Pack,Office Supplies,South,Telangana,587.14,2,0.15,359.14,228.0,UPI,Standard
2025-05-14,ORD-00607,CUST-10013,Consumer,Tablet Air,Electronics,South,Kerala,7516.48,7,0.0,6312.33,1204.15,Bank Transfer,Express
2025-06-11,ORD-00608,CUST-10255,Corporate,Conference Table,Furniture,West,Goa,4645.36,7,0.0,3002.46,1642.91,Bank Transfer,Standard
2025-12-26,ORD-00609,CUST-10080,Corporate,Bookshelf,Furniture,North,Haryana,671.2,1,0.05,411.16,260.04,Cash,Standard
2025-07-14,ORD-00610,CUST-10245,Consumer,Tablet Air,Electronics,East,Jharkhand,9000.98,6,0.0,5247.86,3753.12,Bank Transfer,Standard
2025-08-20,ORD-00611,CUST-10175,Consumer,Laptop Pro,Electronics,North,Delhi,2683.09,3,0.1,2131.88,551.21,Debit Card,Standard
2025-09-26,ORD-00612,CUST-10010,Corporate,Standing Desk,Furniture,North,Haryana,1025.33,1,0.05,673.63,351.7,Bank Transfer,Standard
2025-05-13,ORD-00613,CUST-10267,Small Business,Ink Cartridge,Office Supplies,South,Karnataka,1703.65,7,0.05,1248.52,455.13,Credit Card,Express
2025-12-19,ORD-00614,CUST-10091,Consumer,Smartphone X,Electronics,South,Telangana,921.13,1,0.0,565.1,356.03,Debit Card,Standard
2025-09-04,ORD-00615,CUST-10334,Small Business,Mouse,Accessories,West,Rajasthan,931.28,2,0.1,815.42,115.86,Cash,Same Day
2025-11-06,ORD-00616,CUST-10294,Small Business,Office Chair,Furniture,North,Uttar Pradesh,871.11,1,0.0,538.01,333.1,UPI,Express
2025-10-01,ORD-00617,CUST-10068,Corporate,Notebook Pack,Office Supplies,North,Haryana,680.42,4,0.1,478.73,201.69,Credit Card,Express
2025-08-15,ORD-00618,CUST-10211,Consumer,Office Chair,Furniture,East,Odisha,6026.3,5,0.0,5034.95,991.36,UPI,Standard
2025-01-12,ORD-00619,CUST-10127,Corporate,Bookshelf,Furniture,West,Rajasthan,1567.13,3,0.2,1024.07,543.06,Debit Card,Express
2025-08-02,ORD-00620,CUST-10211,Small Business,Ink Cartridge,Office Supplies,West,Rajasthan,235.05,1,,155.15,79.89,Bank Transfer,Same Day
2025-02-17,ORD-00621,CUST-10195,Consumer,USB Hub,Accessories,North,Punjab,402.29,1,0.0,330.9,71.39,UPI,Express
2025-08-09,ORD-00622,CUST-10104,Small Business,Conference Table,Furniture,East,West Bengal,6197.19,7,0.0,4102.55,2094.64,Debit Card,Standard
2025-09-14,ORD-00623,CUST-10228,Small Business,Office Chair,Furniture,South,Telangana,6193.63,6,0.05,3597.64,2595.99,Debit Card,Express
2025-07-18,ORD-00624,CUST-10092,Corporate,Printer Paper,Office Supplies,East,Jharkhand,1283.55,7,0.0,909.23,374.32,Bank Transfer,Standard
2025-04-23,ORD-00625,CUST-10318,Corporate,Notebook Pack,Office Supplies,South,Kerala,1563.49,4,0.0,912.71,650.79,Credit Card,Standard
2025-01-22,ORD-00626,CUST-10332,Corporate,Laptop Pro,Electronics,East,Bihar,4562.16,4,0.15,3891.23,670.92,UPI,Express
2025-09-02,ORD-00627,CUST-10059,Corporate,Conference Table,Furniture,South,Karnataka,6474.28,6,0.1,5001.67,1472.61,UPI,Express
2025-09-12,ORD-00628,CUST-10255,Small Business,Office Chair,Furniture,West,Maharashtra,5541.62,5,0.0,4183.4,1358.23,Debit Card,Standard
2025-06-24,ORD-00629,CUST-10326,Consumer,Keyboard,Accessories,North,Uttar Pradesh,2105.11,4,0.1,1348.28,756.84,Debit Card,Standard
2025-09-19,ORD-00630,CUST-10045,Consumer,Conference Table,Furniture,South,Tamil Nadu,2739.36,3,0.05,2164.05,575.31,Cash,Express
2025-10-12,ORD-00631,CUST-10259,Consumer,Conference Table,Furniture,South,Tamil Nadu,2545.5,4,0.2,1993.58,551.93,Debit Card,Standard
2025-07-07,ORD-00632,CUST-10329,Small Business,Keyboard,Accessories,South,Tamil Nadu,421.82,1,0.0,252.31,169.51,UPI,Standard
2025-01-18,ORD-00633,CUST-10079,Consumer,Standing Desk,Furniture,West,Maharashtra,1799.93,2,0.1,1519.6,280.33,Bank Transfer,Express
2025-11-14,ORD-00634,CUST-10204,Small Business,Tablet Air,Electronics,East,Jharkhand,5815.41,6,0.15,4383.8,1431.62,UPI,Express
2025-06-20,ORD-00635,CUST-10280,Corporate,Tablet Air,Electronics,West,Maharashtra,9944.47,7,0.0,8131.99,1812.48,Credit Card,Standard
2025-09-03,ORD-00636,CUST-10117,Consumer,Smartphone X,Electronics,West,Maharashtra,832.0,1,0.0,548.18,283.82,Bank Transfer,Standard
2025-11-29,ORD-00637,CUST-10084,Small Business,Monitor 27,Electronics,North,Punjab,1435.53,1,0.05,885.17,550.36,Credit Card,Standard
2025-05-13,ORD-00638,CUST-10139,Corporate,Office Chair,Furniture,North,Delhi,587.65,1,0.15,464.67,122.97,Debit Card,Standard
2025-08-16,ORD-00639,CUST-10118,Consumer,Notebook Pack,Office Supplies,North,Uttar Pradesh,2124.6,6,0.1,1738.27,386.33,Debit Card,Express
2025-01-08,ORD-00640,CUST-10254,Consumer,Ink Cartridge,Office Supplies,South,Kerala,585.47,3,0.1,407.38,178.1,Cash,Express
2025-11-20,ORD-00641,CUST-10130,Consumer,Tablet Air,Electronics,North,Punjab,2209.14,3,0.15,1297.01,912.14,Credit Card,Standard
2025-01-22,ORD-00642,CUST-10132,Consumer,Ink Cartridge,Office Supplies,South,Karnataka,309.28,1,0.15,255.3,53.98,Cash,Standard
2025-07-17,ORD-00643,CUST-10331,Consumer,Smartphone X,Electronics,West,Goa,9454.45,7,0.1,6068.13,3386.32,Bank Transfer,Standard
2025-05-09,ORD-00644,CUST-10203,Corporate,USB Hub,Accessories,West,Goa,1876.4,4,0.1,1279.16,597.24,Bank Transfer,Standard
2025-01-14,ORD-00645,CUST-10326,Consumer,Monitor 27,Electronics,North,Haryana,8808.42,6,0.1,6769.0,2039.42,UPI,Standard
2025-06-18,ORD-00646,CUST-10249,Consumer,Notebook Pack,Office Supplies,South,Telangana,1152.35,5,0.05,702.92,449.43,UPI,Standard
2025-12-08,ORD-00647,CUST-10310,Consumer,Bookshelf,Furniture,West,Goa,947.43,1,0.15,569.97,377.46,Bank Transfer,Express
2025-03-02,ORD-00648,CUST-10069,Consumer,Notebook Pack,Office Supplies,East,West Bengal,1565.14,6,0.0,919.85,645.29,Debit Card,Standard
2025-04-17,ORD-00649,CUST-10329,Small Business,Standing Desk,Furniture,North,Delhi,3671.72,4,0.0,3139.29,532.43,Credit Card,Express
2025-03-11,ORD-00650,CUST-10331,Consumer,Printer Paper,Office Supplies,West,Gujarat,1197.71,5,0.15,806.56,391.15,Cash,Standard
2025-02-15,ORD-00651,CUST-10015,Consumer,Monitor 27,Electronics,East,West Bengal,1430.48,2,0.05,1113.19,317.28,Credit Card,Express
2025-03-26,ORD-00652,CUST-10125,Corporate,Webcam,Accessories,South,Kerala,2796.12,6,0.0,2451.55,344.56,Debit Card,Same Day
2025-07-28,ORD-00653,CUST-10145,Small Business,Conference Table,Furniture,North,Haryana,7425.63,7,0.0,5798.19,1627.44,Bank Transfer,Standard
2025-10-12,ORD-00654,CUST-10147,Corporate,Desk Organizer,Office Supplies,West,Goa,596.97,3,0.1,440.28,156.69,Cash,Standard
2025-09-09,ORD-00655,CUST-10273,Small Business,Mouse,Accessories,South,Telangana,498.13,1,0.15,366.76,131.37,Cash,Express
2025-10-09,ORD-00656,CUST-10245,Small Business,Keyboard,Accessories,East,West Bengal,2707.29,6,0.0,1876.35,830.93,Bank Transfer,Standard
2025-09-19,ORD-00657,CUST-10075,Corporate,Laptop Pro,Electronics,South,Karnataka,6380.4,7,0.0,4848.69,1531.72,UPI,Standard
2025-05-20,ORD-00658,CUST-10214,Small Business,Monitor 27,Electronics,West,Rajasthan,5098.73,4,0.05,4423.85,674.88,UPI,Standard
2025-11-25,ORD-00659,CUST-10342,Consumer,Tablet Air,Electronics,North,Punjab,3696.28,5,0.2,3017.69,678.59,Bank Transfer,Express
2025-03-04,ORD-00660,CUST-10155,Small Business,Smartphone X,Electronics,East,Jharkhand,1531.31,2,0.05,1083.04,448.26,Debit Card,Standard
2025-09-13,ORD-00661,CUST-10325,Small Business,Desk Organizer,Office Supplies,West,Rajasthan,268.41,1,0.2,182.45,85.96,UPI,Standard
2025-02-10,ORD-00662,CUST-10228,Small Business,Keyboard,Accessories,South,Karnataka,1845.65,7,0.15,1559.69,285.97,Bank Transfer,Standard
2025-10-07,ORD-00663,CUST-10324,Corporate,Webcam,Accessories,West,Rajasthan,1173.02,4,0.05,728.13,444.88,Cash,Express
2025-02-01,ORD-00664,CUST-10316,Corporate,Standing Desk,Furniture,West,Goa,1794.62,2,0.15,1498.29,296.34,UPI,Standard
2025-03-20,ORD-00665,CUST-10006,Consumer,Printer Paper,Office Supplies,East,Odisha,874.64,5,0.1,574.22,300.42,Cash,Express
2025-05-23,ORD-00666,CUST-10281,Corporate,Webcam,Accessories,North,Punjab,490.57,1,0.1,389.85,100.72,Credit Card,Express
2025-09-11,ORD-00667,CUST-10067,Consumer,Keyboard,Accessories,South,Karnataka,513.48,1,0.05,422.01,91.47,Credit Card,Standard
2025-01-17,ORD-00668,CUST-10289,Corporate,Monitor 27,Electronics,South,Karnataka,1491.89,2,0.15,1078.78,413.11,Bank Transfer,Standard
2025-04-04,ORD-00669,CUST-10283,Corporate,Bookshelf,Furniture,West,Gujarat,3077.0,4,0.15,1962.15,1114.84,Credit Card,Express
2025-05-02,ORD-00670,CUST-10091,Consumer,Mouse,Accessories,East,Bihar,778.94,3,0.15,649.19,129.75,UPI,Express
2025-09-24,ORD-00671,CUST-10024,Consumer,Tablet Air,Electronics,West,Gujarat,2127.14,2,0.2,1468.27,658.88,Cash,Standard
2025-12-17,ORD-00672,CUST-10147,Consumer,Standing Desk,Furniture,North,Punjab,1607.29,3,0.1,1086.86,520.43,Credit Card,Standard
2025-08-13,ORD-00673,CUST-10107,Corporate,USB Hub,Accessories,South,Karnataka,1505.38,3,0.15,1103.45,401.93,UPI,Standard
2025-07-05,ORD-00674,CUST-10194,Corporate,Keyboard,Accessories,North,Punjab,1165.51,4,0.15,828.13,337.39,Bank Transfer,Standard
2025-05-03,ORD-00675,CUST-10029,Corporate,Keyboard,Accessories,North,Delhi,2009.81,4,0.0,1577.53,432.28,Credit Card,Standard
2025-10-28,ORD-00676,CUST-10016,Consumer,Ink Cartridge,Office Supplies,East,Odisha,1475.16,7,0.0,916.31,558.85,Bank Transfer,Standard
2025-02-09,ORD-00677,CUST-10153,Small Business,Monitor 27,Electronics,South,Telangana,5359.87,6,0.05,3809.3,1550.57,UPI,Standard
2025-02-17,ORD-00678,CUST-10270,Corporate,Bookshelf,Furniture,East,Bihar,2190.82,3,0.15,1856.74,,Debit Card,Express
2025-03-15,ORD-00679,CUST-10111,Consumer,Office Chair,Furniture,West,Maharashtra,6265.67,7,0.05,3701.87,2563.79,Debit Card,Express
2025-04-08,ORD-00680,CUST-10114,Consumer,Ink Cartridge,Office Supplies,East,Jharkhand,1460.68,4,0.1,1047.6,413.08,Cash,Express
2025-06-18,ORD-00681,CUST-10058,Corporate,Conference Table,Furniture,West,Goa,1140.26,2,0.0,887.3,252.96,Debit Card,Express
2025-12-12,ORD-00682,CUST-10099,Consumer,Printer Paper,Office Supplies,West,Rajasthan,518.9,3,0.05,439.15,79.75,Cash,Express
2025-08-26,ORD-00683,CUST-10105,Consumer,Standing Desk,Furniture,West,Rajasthan,4270.05,6,0.1,3237.28,1032.77,Credit Card,Standard
2025-05-20,ORD-00684,CUST-10091,Consumer,Desk Organizer,Office Supplies,East,West Bengal,1584.11,6,0.0,1310.61,273.5,Debit Card,Express
2025-03-19,ORD-00685,CUST-10121,Consumer,Bookshelf,Furniture,North,Haryana,2941.45,3,0.15,1902.55,1038.9,Cash,Standard
2025-08-25,ORD-00686,CUST-10100,Consumer,Office Chair,Furniture,East,Bihar,2346.11,2,0.0,1609.06,737.05,UPI,Standard
2025-04-03,ORD-00687,CUST-10239,Consumer,Laptop Pro,Electronics,East,Odisha,2647.89,2,0.15,2284.18,363.72,Cash,Same Day
2025-12-23,ORD-00688,CUST-10119,Small Business,Smartphone X,Electronics,South,Telangana,879.22,1,0.0,743.64,135.58,Bank Transfer,Express
2025-06-24,ORD-00689,CUST-10265,Corporate,USB Hub,Accessories,North,Punjab,1645.87,5,0.2,1230.1,415.77,Bank Transfer,Standard
2025-07-21,ORD-00690,CUST-10212,Consumer,Standing Desk,Furniture,East,Odisha,3814.93,4,0.1,2756.84,1058.08,Credit Card,Express
2025-11-26,ORD-00691,CUST-10225,Corporate,Monitor 27,Electronics,West,Gujarat,4140.41,4,0.0,2961.72,1178.69,Cash,Standard
2025-04-22,ORD-00692,CUST-10205,Corporate,Desk Organizer,Office Supplies,South,Karnataka,1652.83,5,0.0,987.79,665.04,Cash,Standard
2025-06-22,ORD-00693,CUST-10324,Consumer,Printer Paper,Office Supplies,West,Goa,1410.72,6,0.0,1195.89,214.83,Credit Card,Standard
2025-07-14,ORD-00694,CUST-10090,Consumer,Laptop Pro,Electronics,East,Bihar,5643.25,6,0.1,4658.19,985.06,Debit Card,Standard
2025-04-09,ORD-00695,CUST-10344,Consumer,Smartphone X,Electronics,South,Telangana,1308.23,1,0.15,937.84,370.39,UPI,Express
2025-01-20,ORD-00696,CUST-10073,Corporate,Laptop Pro,Electronics,East,West Bengal,4645.35,5,0.05,3083.73,1561.62,Credit Card,Standard
2025-04-14,ORD-00697,CUST-10049,Corporate,Desk Organizer,Office Supplies,North,Delhi,2646.76,7,0.05,1807.41,839.35,UPI,Standard
2025-02-11,ORD-00698,CUST-10290,Consumer,Monitor 27,Electronics,North,Haryana,5558.0,6,0.1,3429.0,2129.0,Debit Card,Same Day
2025-09-04,ORD-00699,CUST-10314,Corporate,Smartphone X,Electronics,North,Delhi,2076.69,3,0.1,1654.16,422.53,Debit Card,Standard
2025-01-03,ORD-00700,CUST-10033,Small Business,Laptop Pro,Electronics,West,Goa,2651.42,3,0.1,1980.62,670.81,Debit Card,Standard
2025-04-26,ORD-00701,CUST-10210,Consumer,Desk Organizer,Office Supplies,West,Rajasthan,1388.2,7,0.1,902.65,485.55,Bank Transfer,Standard
2025-11-19,ORD-00702,CUST-10180,Corporate,Laptop Pro,Electronics,East,West Bengal,1092.4,1,0.1,837.77,254.64,Cash,Standard
2025-07-27,ORD-00703,CUST-10078,Corporate,Keyboard,Accessories,West,Goa,994.79,4,0.2,869.22,125.57,UPI,Standard
2025-09-03,ORD-00704,CUST-10183,Corporate,Tablet Air,Electronics,South,Kerala,1257.29,1,0.05,775.4,481.9,Credit Card,Standard
2025-09-02,ORD-00705,CUST-10241,Corporate,Ink Cartridge,Office Supplies,West,Maharashtra,2645.84,7,0.0,1898.51,747.33,Credit Card,Express
2025-04-19,ORD-00706,CUST-10201,Corporate,Conference Table,Furniture,North,Uttar Pradesh,799.01,1,0.0,581.88,217.13,Cash,Standard
2025-08-19,ORD-00707,CUST-10182,Consumer,Office Chair,Furniture,South,Kerala,600.37,1,0.1,378.26,222.11,UPI,Standard
2025-03-22,ORD-00708,CUST-10310,Consumer,Laptop Pro,Electronics,South,Tamil Nadu,3179.24,3,0.05,2350.97,828.27,UPI,Standard
2025-08-20,ORD-00709,CUST-10079,Small Business,Webcam,Accessories,East,Odisha,859.34,2,0.2,654.64,204.7,UPI,Express
2025-09-07,ORD-00710,CUST-10219,Consumer,USB Hub,Accessories,East,Jharkhand,1698.26,4,0.1,1065.16,633.11,Bank Transfer,Standard
2025-11-16,ORD-00711,CUST-10111,Small Business,Monitor 27,Electronics,South,Telangana,2269.49,3,0.1,1421.65,847.84,Debit Card,Standard
2025-12-02,ORD-00712,CUST-10341,Consumer,Smartphone X,Electronics,North,Punjab,3166.37,3,0.15,2649.95,516.42,Cash,Same Day
2025-01-09,ORD-00713,CUST-10089,Corporate,USB Hub,Accessories,South,Karnataka,1635.05,4,0.05,1101.07,533.98,Credit Card,Standard
2025-04-20,ORD-00714,CUST-10305,Corporate,Conference Table,Furniture,South,Telangana,2634.78,4,0.15,2026.41,608.37,Credit Card,Standard
2025-07-19,ORD-00715,CUST-10222,Consumer,Tablet Air,Electronics,South,Karnataka,5941.93,7,0.0,4563.6,1378.34,Debit Card,Standard
2025-04-28,ORD-00716,CUST-10076,Small Business,Tablet Air,Electronics,West,Gujarat,5940.44,4,0.1,4940.97,999.47,UPI,Standard
2025-08-14,ORD-00717,CUST-10266,Consumer,Ink Cartridge,Office Supplies,North,Delhi,708.59,4,0.2,568.27,140.32,Cash,Same Day
2025-11-08,ORD-00718,CUST-10085,Corporate,Ink Cartridge,Office Supplies,West,Maharashtra,956.99,5,0.15,796.38,160.61,Cash,Standard
2025-04-05,ORD-00719,CUST-10092,Corporate,Ink Cartridge,Office Supplies,North,Delhi,364.84,2,0.15,280.04,84.8,UPI,Standard
2025-11-23,ORD-00720,CUST-10121,Small Business,Webcam,Accessories,South,Tamil Nadu,2206.78,5,0.05,1577.49,629.29,Cash,Standard
2025-11-18,ORD-00721,CUST-10239,Corporate,Standing Desk,Furniture,East,West Bengal,5082.46,7,0.15,3547.91,1534.55,Debit Card,Standard
2025-11-30,ORD-00722,CUST-10138,Small Business,Tablet Air,Electronics,East,Odisha,2638.15,3,0.1,1830.11,808.04,Credit Card,Standard
2025-01-27,ORD-00723,CUST-10200,Small Business,Conference Table,Furniture,West,Rajasthan,1520.11,2,0.1,1072.47,447.65,Cash,Express
2025-04-18,ORD-00724,CUST-10194,Consumer,Conference Table,Furniture,South,Tamil Nadu,3031.48,3,0.0,1875.86,1155.62,Debit Card,Standard
2025-02-15,ORD-00725,CUST-10069,Small Business,Tablet Air,Electronics,West,Goa,2013.33,2,0.0,1423.8,589.53,Credit Card,Express
2025-02-13,ORD-00726,CUST-10082,Small Business,Laptop Pro,Electronics,West,Gujarat,7152.87,5,0.1,4984.36,2168.51,Cash,Express
2025-01-20,ORD-00727,CUST-10108,Consumer,Bookshelf,Furniture,West,Gujarat,5325.71,7,0.0,3144.15,2181.56,Bank Transfer,Standard
2025-06-10,ORD-00728,CUST-10078,Corporate,Notebook Pack,Office Supplies,West,Rajasthan,1018.76,5,0.1,674.97,343.79,UPI,Express
2025-02-01,ORD-00729,CUST-10322,Consumer,Laptop Pro,Electronics,East,Jharkhand,1381.85,1,0.15,1113.18,268.67,Bank Transfer,Express
2025-04-18,ORD-00730,CUST-10134,Corporate,Office Chair,Furniture,East,West Bengal,2814.39,3,0.15,2120.31,694.07,Bank Transfer,Standard
2025-12-25,ORD-00731,CUST-10142,Consumer,Ink Cartridge,Office Supplies,East,Jharkhand,1294.31,5,0.0,1063.73,230.58,Credit Card,Standard
2025-11-19,ORD-00732,CUST-10236,Corporate,Desk Organizer,Office Supplies,West,Gujarat,889.15,3,0.2,660.47,228.68,Debit Card,Standard
2025-12-09,ORD-00733,CUST-10276,Consumer,Ink Cartridge,Office Supplies,West,Gujarat,1491.07,5,0.0,1246.87,244.2,Cash,Standard
2025-01-14,ORD-00734,CUST-10241,Corporate,Mouse,Accessories,East,Odisha,1752.79,5,0.1,1435.22,317.57,UPI,Express
2025-08-30,ORD-00735,CUST-10193,Consumer,Printer Paper,Office Supplies,West,Goa,943.69,3,,575.16,368.52,Bank Transfer,Standard
2025-08-20,ORD-00736,CUST-10342,Corporate,Tablet Air,Electronics,North,Haryana,7197.46,5,0.0,6284.12,913.34,Cash,Standard
2025-02-18,ORD-00737,CUST-10315,Corporate,Office Chair,Furniture,West,Rajasthan,2265.16,3,0.0,1323.82,941.35,Cash,Standard
